Ýl Adý;Coðrafi Özellikler;Tarih ve Kültür;Doðal Güzellikler;Turistik Noktalar;Gastronomi;Alýþveriþ;Etkinlikler ve Festivaller
Siirt;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Güneydoðu Toroslar, Botan Vadisi, Çemikari Yaylasý. | Ýklimi: Akdeniz iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kuraktýr.;Önemli Tarihi Yapýlar: Ýrun Kalesi, Veysel Karani Türbesi, Siirt Ulu Camii, Tillo Kalesi Cam Seyir Terasý. | Müzeler: Siirt Arkeoloji Müzesi. | Kültürel Miraslar: Siirt Yünlü Battaniyeleri, Jirkan Kilimi, Þeyh Hamza El-Kebir Türbesi.;Vadiler: Botan Vadisi. | Gölleri: Nemrut Gölü, Van Gölü, Tillo Göleti. | Daðlar: Tandýr Daðý, Tosunlu Daðý.;Botan Vadisi: Doðal güzellikleri ve tarihi köprüleriyle ünlü bir vadidir. | Tillo Kalesi: Tarihi bir kale kalýntýsý olan Tillo Kalesi, þehrin tarihine tanýklýk eder. | Siirt Saat Kulesi: þehrin tarihi merkezinde yer alan ve þehrin sembollerinden biri olan, Osmanlý döneminden kalma tarihi bir saat kulesidir.;Büryan Kebabý, Siirt Kitel, Perde Pilavý, Zerfer, Bumbar, Kiftel Leben, Mihr Çorbasý, Pýrtike Çorbasý, Aside Tatlýsý, Gebole, Ýmçerket, Varakkaak, Maklube.;Alýþveriþ Merkezleri: Siirt Park AVM, ANDERA PARK AVM;Siirt Uluslararasý Kýsa Film Festivali: Kýsa filmlerin yaratýcýlýðýný ve çeþitliliðini kutlayan bir etkinliktir. Bu festival, yerel ve uluslararasý yönetmenlerin kýsa filmlerini sergileyerek, sinema sanatýný destekler ve geniþ kitlelere ulaþmasýný saðlar. Ayrýca atölye çalýþmalarý, paneller, film gösterimleri ve ödül törenleri gibi çeþitli etkinliklerle sinema severleri bir araya getirir ve sinema kültürünün geliþimine katkýda bulunur.
Sinop;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Ýnceburun, Hamsilos Koyu. | Ýklimi: Karadeniz iklimi özellikleri gösterir, bol yaðýþlý ve nemli bir iklim hakimdir.;Önemli Tarihi Yapýlar: Sinop Kalesi, Tarihi Sinop Cezaevi,  Alaeddin Camii, Pervane Medresesi, Balatlar Kilisesi, Ýnceburun Feneri. | Müzeler: Sinop Cezaevi Müzesi, Sinop Arkeoloji Müzesi. | Kültürel Miraslar: Diyojen Heykeli, Salar Köyü Kaya Mezarlarý, Boyabat Kalesi.;Milli Parklar: Erfelek Tatlýca Þelalesi Tabiat Parký, Hamsilos Tabiat Parký. | Gölleri: Sarýkum Gölü, Türkeli Göleti. | Þelaleler: Erfelek Tatlýca Þelaleleri, Hasandere Þelalesi, Deli Kýzýn Þelalesi | Maðaralar: Ýnaltý Maðarasý, Buzluk Maðarasý | Daðlar: Çangal Daðý, Zindan Daðý;Sinop Cezaevi Müzesi: Türkiye'nin en eski hapishanelerinden biri olan tarihi bir yapýdýr. | Hamsilos Koyu: Türkiye'nin tek doðal limaný olan eþsiz bir koydur. | Erfelek Tatlýca Þelaleleri: Yaz aylarýnda þelalelerin kaya göletlerinde buz gibi sularda yüzebilir, 28 þelaleyi de kapsayan ahþap yürüyüþ parkurlarýnda ve seyir teraslarýnda harika fotoðraflar çekebilirsiniz.;Sinop Mantýsý, Nokul, Mamalika, Ýçli Tava, Mýsýr Çorbasý, Sýrýk Kebabý, Sirkeli Pýrasa, Katlama, Zýlbýt Böreði, Islama;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Dikmen Yaðlý Güreþleri Sýrýk Kebabý Ve Kültür Festivali: Festivalde, Türk kültürüne özgü yaðlý güreþler gerçekleþtirilir ve bölgenin en iyi güreþçileri mücadele eder. Ayrýca, yöresel lezzetlerden olan sýrýk kebabý da festivalin vazgeçilmezleri arasýndadýr. | Ayancýk Kültür Keten Ve Ahþap Festivali: Bu festival, bölgenin zengin kültürel mirasýný ve el sanatlarýný tanýtmak, korumak ve yaþatmak amacýyla düzenlenmektedir. Festival kapsamýnda, yörede üretilen keten ve ahþap ürünler sergilenir ve satýþa sunulur. 
Sivas;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Tecer Daðlarý, Eðriçimen Daðý, Tödürge Gölü. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Kale Camii, Ulu Cami, Çifte Minareli Medrese, Gök Medrese, Kale Cami, Eðri Köprü, Kesik Köprü | Müzeler: Sivas Arkeoloji Müzesi, Atatürk Kongre Müzesi, Savaþ Atlarý Müzesi Müzesi, Aþýk Veysel Müzesi. | Kültürel Miraslar: Divriði Ulu Camii ve Darüþþifasý, Þifahiye Medresesi, Gökmedrese, Buruciye Medresesi.;Milli Parklar: Yýldýz Daðý Tabiat Parký, Paþa Fabrikasý Piknik ve Mesire Alaný. | Gölleri: Tödürge Gölü, Gürün Gölü, Gökpýnar Gölü, Ulaþ Gölü, Hafik Gölü. | Vadiler: Þuðul Vadisi | Þelaleler: Sizir Þelalesi ;Sivas Çifte Minare Medresesi: 1271 yýlýnda Ýlhanlý veziri Þemseddin Cüveynî tarafýndan yaptýrýlmýþ bir mimari þaheser. Günümüzde iç salonlarý müze olarak kullanýlan ve 2014 yýlýnda UNESCO Dünya Mirasý Geçici Listesine dahil edilmiþtir. | Sivas Kongresi Binasý: Türkiye'nin baðýmsýzlýk mücadelesinin önemli bir sembolü. | Divriði Ulu Camii ve Darüþþifasý: UNESCO Dünya Mirasý Listesi'nde yer alan tarihi yapý.;Sivas Kebabý, Peskutan Çorbasý, Pezik Turþusu, Kesme Aþý, Baviko, Kelle Tatlýsý, Sirok, Salata Kurutmasý, Mercimek Badý, Peskütan Çorbasý, Sivas Katmeri, Hingel, Sübüra, Divriði Pilavý, Sivas Köftesi, Madýmak, Mirik Köfte;Çarþýlar: Hüma Hatun Sokaðý | Alýþveriþ Merkezleri: Ývapark Avm, Sivas Büyük AVM;Aþýk Veysel Kültür Ve Sanat Festivali: Türk halk müziðinin önemli isimlerinden biri olan Aþýk Veysel'in anýsýna düzenlenen bir etkinliktir. Aþýk Veysel'in eserlerinin seslendirildiði konserler, halk oyunlarý gösterileri, paneller, sergiler ve diðer kültürel etkinliklerle dolu bir programý içerir. | Zara Bal Ve Kültür Festivali: Bölgenin doðal güzelliklerini, kültürünü ve özellikle yöreye özgü olan ballarýný tanýtmayý amaçlar. Festival kapsamýnda balla ilgili yarýþmalar, sergiler, paneller, konserler, halk oyunlarý gösterileri ve diðer kültürel etkinlikler düzenlenir. 
Tekirdað;Konumu: Marmara Bölgesi'nde, Trakya'da bulunur. | Coðrafi Yapýlarý: Ergene Nehri, Tekir Daðý, Marmara Denizi kýyýsýnda. | Ýklimi: Akdeniz iklimi etkilerini taþýr, genellikle ýlýman, kýþlarý yaðýþlý, yazlarý sýcak ve nemlidir.;Önemli Tarihi Yapýlar: Rakoczi Müzesi, Hora Feneri, Rüstem Paþa Cami, Süleyman Paþa Medresesi, Çorlu Kalesi, Ulaþ Köprüsü, Kýrkgöz Köprüsü, Melen Manastýrý, St. Ýoannis Theologos Manastýrý. | Müzeler: Tekirdað Arkeoloji ve Etnografya Müzesi, Rakoczi Müzesi. | Kültürel Miraslar: Þarköy Baðlarý, Namýk Kemal Evi, Thzolus Antik Kenti, Tarihi Çorlu Evi.;Milli Parklar: Gölbaþý Gençlik Parký, Atatürk Ormaný, Kazak Gölü Piknik Alaný, Laladere Mesire Alaný| Daðlar: Ganos Daðlarý, Iþýklar Daðý | Dereler: Uçmakdere | Daðlar: Ganos Daðý | Göller: Býyýkali Göleti, Kazak Gölü, Ýkiz Göller | Þelaleler: Naip Þelalesi, Ormanlý Þelalesi;Þarap Baðlarý: Tekirdað, ünlü þarap baðlarýyla tanýnýr. | Namýk Kemal Aný Evi ve Müzesi: Ünlü yazar Namýk Kemal'in doðduðu evin müzesi. | Mürefte Plajý: Marmara Denizi kýyýsýnda temiz ve güzel bir plaj.;Tekirdað Köftesi, Þarköy Pidesi, Kalaylý Baklava, Cizleme, Çeneçarpan Çorbasý, Damat Paçasý Böreði, Kaþarlý Köfte, Kandilli Mantý, Patlýcan Ekþilisi, Sini Mantý, Üzüm Turþusu, Ýncir Tatlýsý, Hayrabolu Tatlýsý ;Alýþveriþ Merkezleri: Tekira AVM;Hayrabolu Ayçiçeði Festivali: Tekirdað'ýn Hayrabolu ilçesinde her yýl düzenlenen renkli etkinlikler ve gösterilerle kutlanan bir festivaldir, festivalde Ayçiçeði tarlalarý arasýnda yapýlan etkinlikler ve çeþitli gösteriler yer alýr. | Uluslararasý Tekirdað Kiraz Festivali: Tekirdað'da her yýl düzenlenen ve Türkiye'nin en büyük kiraz festivallerinden biri olan renkli etkinliklerle dolu bir festivaldir.
Tokat;Konumu: Karadeniz Bölgesi'nin Orta Kuzey Anadolu kesiminde yer alýr. | Coðrafi Yapýlarý: Akdað, Yeþilýrmak Nehri, Tokat Ovasý. | Ýklimi: Karadeniz iklimi etkilerini taþýr, genellikle ýlýman, kýþlarý yaðýþlý ve soðuk, yazlarý sýcak ve nemlidir.;Önemli Tarihi Yapýlar: Tokat Kalesi, Niksar Ulu Camii, Hýdýrlýk Köprüsü, Vezir Ahmet Paþa Mescid ve Türbesi, Gök Medrese. | Müzeler: Tokat Müzesi, Latifoðlu Konaðý Müze Evi Tokat Merkez, Tokat Atatürk Evi ve Etnografya Müzesi. | Kültürel Miraslar: Niksar Kalesi, Zile Kalesi, Yazmacýlar Haný, Meydan Cami, Sebastapolis Antik Kent.;Milli Parklar: Zinav Gölü Tabiat Parký | Gölleri: Kaz Gölü, Almus Baraj Gölü. | Daðlar: Almus Daðlarý. | Maðaralar: Ballýca Maðarasý;"Niksar Antik Kenti: Tarihi ve arkeolojik zenginlikleriyle ünlü bir antik kent. | Ballýca Maðarasý: Büyüleyici doðal güzelliðiyle ünlü bir maðara. | Taþhan: Anadolu coðrafyasý içerisindeki en büyük þehir hanlarý arasýnda gösteriliyor. 1626 senesinde yapýmýna baþlanan bu görkemli han, tipik Osmanlý mimarisinden de esintiler sunuyor. | Yazmacýlar Haný: Hana geldiðinizde buradaki dükkânlarda; geleneksel yazma ürünlerine, ipek dokuma ürünlerine ya da Tokat’ýn ünlü sofra bezlerine sýklýkla rastlayabilirsiniz. Eðer sevdiklerinize Tokat’tan ilginç hediyelerle dönmek isterseniz, Yazmacýlar Hanýna mutlaka uðramalýsýnýz. ";Tokat Kebabý, Bacaklý Çorba, Zile Kömesi, Zile Pekmezi, Tokat Çökeleði, Yoðurtmaç, Tokat Yaðlýsý, Bat, Köme, Týrtýl Baklavasý, Yufka Tatlýsý, Zambak Reçeli, Yaprak Sarmasý, Erikli Dolma, Helle Çorba, Þýra Tarhanasý;Çarþýlar: Yazmacýlar Haný | Alýþveriþ Merkezleri: Novada Tokat AVM;Tokat Motosiklet Festivali: Bu tür etkinlikler genellikle motosiklet tutkunlarýný bir araya getirir, motosiklet sergileri, yarýþmalarý, gösterileri ve etkinlikler gibi çeþitli aktiviteler sunar. | Topçam Þenlikleri: Yöresel müzik ve dans gösterileri, el sanatlarý sergileri, halk oyunlarý, yöresel yemeklerin tadýmlarý gibi çeþitli etkinliklerle renklendirilir. Ayrýca, etkinlikler genellikle Niksar'ýn tarihi ve doðal güzelliklerinin keþfi için fýrsatlar sunar ve yerel halk ile ziyaretçiler arasýnda bir kültürel alýþveriþ ortamý oluþturur.
Trabzon;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Zigana Daðlarý,Uzungöl , Karadere Vadisi. | Ýklimi: Karadeniz iklimi etkilerini taþýr, genellikle ýlýman, kýþlarý yaðýþlý ve ýlýk, yazlarý serin ve nemlidir.;Önemli Tarihi Yapýlar: Trabzon Kalesi, Sümela Manastýrý, Vazelon Manastýrý, Peristera Manastýrý, Atatürk Köþkü, Kýzlar Manastýrý, Zaðnos Köprüsü . | Müzeler: Trabzon Tarih Müzesi, Trabzon Müzesi. | Kültürel Miraslar: Ayasofya Müzesi, Gülbahar Hatun Cami, Bedesten. ;Milli Parklar: Altýndere Milli Parký, Uzungöl Tabiat Parký, Kayabaþý Tabiat Parký. | Gölleri: Uzungöl, Aygýr Gölü, Balýklý Göl, Sera Gölü | Yaylalar: Haldizen Yaylasý, Hýdýrnebi Yaylasý;Uzungöl: Muhteþem doðal güzelliðiyle ünlü bir göl ve çevresindeki bölge. | Sümela Manastýrý: Kayalara oyulmuþ bir manastýr kompleksi, tarihi ve kültürel öneme sahiptir. | Trabzon Kalesi: Þehrin simgelerinden biri olan tarihi kale.;Vakfýkebir Ekmeði, Akçaabat Köftesi, Turþu Kavurmasý, Trabzon Pidesi, Palamut Dolmasý, Kuymak, Isýrgan Çorbasý, Pazýlý Kaygana, Guliya, Hamsi Tava, Hamsili Pilav, Trabzon Mýsýr Ekmeði, Mýsýr Çorbasý, Karalahana Sarmasý, Hamsiköy Sütlacý, Laz Böreði;Çarþýlar: Kemeraltý Çarþýsý | Alýþveriþ Merkezleri: Forum Trabzon AVM, TRABZON CEVAHÝR AVM, RUBENIS AVM;Uluslararasý Akçaabat Müzik Ve Halk Oyunlarý Festivali: Trabzon'un Akçaabat ilçesinde her yýl düzenlenen uluslararasý katýlýmlý bir kültürel etkinliktir, festivalde yöresel müzikler ve halk oyunlarý sergilenir, geleneksel yemekler tadýlabilir ve yöresel el sanatlarý sergilenir. | Geleneksel Karadað Fengo Yaylasý Serda Þenliði: Trabzon'un Düzköy ilçesinde her yýl düzenlenen ve yöresel kültürün, müziðin ve yemeðin tadýna varýlabilen bir þenliktir.
Tunceli;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Munzur Daðlarý, Mercan Gölleri, Avcý Daðlarý. | Ýklimi: Ýç Anadolu'nun etkisi altýndadýr, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kuraktýr.;Önemli Tarihi Yapýlar: Pertek Kalesi, Ergen Kilisesi, Tahar Köprüsü, Saðman Cami, Sungur Bey Cami, Süleymaniye (Kale) Camii. | Müzeler: Tunceli Müzesi | Kültürel Miraslar: Hamam-ý Atik, Hamidiye medresesi.;Milli Parklar: Munzur Vadisi Milli Parký, Munzur Gözeleri Tabiat Parký. | Daðlar: Munzur Daðlarý, Avcý Daðlarý, Baðýrpaþa Daðý. | Vadiler: Pülümür Vadisi | Þelaleler: Kýrk Merdiven Þelalesi, Zenginpýnar Þelalesi, Dereova Þelalesi | Göller: Karagöl, Koçgölü, Þer Gölü, Dilincik Gölü, Çimli Gölü, Mercan Gölleri, Katýr Gölleri, Buyer Baba Gölleri;Munzur Vadisi Milli Parký: Doðal güzellikleri ve zengin biyolojik çeþitliliðiyle ünlü bir milli park. | Pertek Kalesi: Tarihi bir kale ve çevresindeki manzara ile ziyaretçileri cezbeder. | Munzur Gözeleri Tabiat Parký: Doðal þelaleleri ve yaban hayatýyla ünlü bir tabiat parký.;Zerefet (Babiko), Sirekurt, Sirepati, Keþkek, Kavut, Patila, Þavak Tulum Peyniri, Pülümür Balý;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Munzur Kültür ve Doða Festivali: Her yýl düzenlenen ve bölgenin kültürünü ve doðal güzelliklerini kutlayan bir festival.
Þanlýurfa;Konumu: Güneydoðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Göbeklitepe, Halfeti, Harran Ovasý. | Ýklimi: Akdeniz ve Orta Doðu iklimi etkilerini taþýr, genellikle sýcak ve kurak bir iklim hakimdir, yazlarý çok sýcak, kýþlarý ýlýman geçer.;Önemli Tarihi Yapýlar: Urfa Kalesi, Rýzvaniye Camii, Göbeklitepe, Kýzlar Sarayý, Fýrfýrlý Cami, Eyüp Peygamber Makamý ve Cami, Mevlid-i Halil Cami, Harran Kalesi, Þanlýurfa Ulu Cami, Selahaddin Eyyubi Cami. | Müzeler: Þanlýurfa Arkeoloji Müzesi, Haleplibahçe Mozaik Müzesi, Kurtuluþ Müzesi, Mutfak müzesi. | Kültürel Miraslar: Germuþ Kilisesi, Deyr Yakup, Harra, Harran Evleri, Þuayb Þehri, Þeyh Yahya Hayat El-Harrani Türbesi, Soðmatar Antik Kenti.;Milli Parklar: Göbeklitepe Arkeoparký, Birecik Kuþ Cenneti, Tek Tek Daðlarý Milli Parký, Gölpýnar Tabiat Parký, Karaköprü Mesire Alaný. | Gölleri: Balýklýgöl, Halfeti Gölleri, Ayn Zeliha Gölü. | Daðlar: Karacadað, Germus Daðý, Susuz Daðý, Tektek Daðlarý, Cudi Daðý | Nehirler: Fýrat Nehri;Göbeklitepe: Dünyanýn en eski tapýnak komplekslerinden biri olarak kabul edilen arkeolojik alan. | Balýklýgöl: Hz. Ýbrahim'in doðduðu ve ateþe atýldýðýna inanýlan kutsal bir göl. | Harran: Dünyanýn en eski þehirlerinden biri olan antik Harran kenti ve konik þekilli evleri ile ünlüdür. | Rizvaniye Camisi: Osmanlý dönemine ait olan cami, Hz. Ýbrahim'in doðduðuna inanýlan maðara yakýnýnda bulunmaktadýr. Bu nedenle cami, ziyaretçiler için kutsal bir mekandýr. ;Ýsot, Þýllýk Tatlýsý, Urfa Kebabý, Lahmacun, Üzlemeli Pilav, Aya Köftesi, Mahluta Çorbasý, Etsiz Çið Köfte, Aðzý Açýk, Patlýcan Söðürtme, Külünçe, Zingil Tatlýsý;Çarþýlar: Þanlýurfa Kapalý Çarþý | Alýþveriþ Merkezleri: Piazza AVM, Urfacity AVM, Novada Park AVM;Uluslararasý Göbeklitepe Film Festivali: Festivalin amacý, ulusal ve uluslararasý alanda sinemacýlar ile sinemaseverleri tarihin sýfýr noktasýnda bir araya getirip kentin geliþimine ve kültürüne katký saðlamaktýr. 
Uþak;Konumu: Ege Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Umurbaba Daðý, Bulkaz Daðý, Karaaðaç Göleti. | Ýklimi: Ýç Ege iklimi özellikleri gösterir, kýþlarý ýlýman ve yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Ulu Cami, Cilandiras Köprüsü, Hacým Sultan Türbesi, Burmalý Cami. | Müzeler: Uþak Arkeoloji Müzesi, Uþak Halý Kilim Müzesi, Atatürk Ve Etnografya Müzesi, Uþak Kent Tarihi Müzesi. | Kültürel Miraslar: Uþak Halý ve Kilimleri, Karun Hazineleri, Blaundus Antik Kenti, Sebaste Antik Kenti, Pepuza Antik Kenti, Usak Bedesten.;Milli Parklar: Evrenli Doðal Parký, Ilýcak Subaþý Parký | Kanyonlar: Ulubey Kanyonu | Vadiler: Taþyaran Vadisi | Daðlar: Umurbaba Daðý;Uþak Halý Müzesi: Bölgenin halý dokuma geleneðini ve tarihini sergileyen müze. | Karun Hazineleri: Tarihi zenginlikler arasýnda yer alan Karun Hazineleri, müzede sergilenir. | Taþyaran Vadisi: Uþak ilinin Karahallý ilçesinde bulunan ve muhteþem doðal güzelliklere sahip olan bir vadidir.;Alacatene, Haþhaþ Sürtmesi, Ciðerli Bulgur, Yumurta Sýzdýrmasý, Döndürme Böreði, Alacatene, Muska Böreði, Demir Tatlýsý;Alýþveriþ Merkezleri: Karun Avm, Özdilek Uþak AVM;Uþak Halý ve Kilim Festivali: Yöresel halý ve kilim dokuma geleneðini kutlayan bir festival. | Uluslararasý Uþak Kýsa Film Festivali: Uþak'ýn kültürel ve sanatsal çeþitliliðini ve sinema sektöründeki potansiyelini tanýtmak ve geliþtirmek amacýyla düzenlenen önemli bir etkinliktir. Festival, ulusal ve uluslararasý düzeyde yönetmenler, yapýmcýlar ve sinemaseverlerin bir araya gelerek kýsa filmleri izleme ve tartýþma fýrsatý bulduðu bir platform sunar.
Van;Konumu: Doðu Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Süphan Daðý, Van Gölü, Akdamar Adasý. | Ýklimi: Ýç Anadolu'nun karasal iklimi özelliklerini taþýr, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Van Kalesi, Hoþap Kalesi, Akdamar Kilisesi, Kayan Çelebi Camii, Hüsrev Paþa Camii, Hoþap Kalesi. | Müzeler: Van Müzesi, Urartu Müzesi, Van Kedisi. | Kültürel Miraslar: Halime Hatun Kümbeti.;Milli Parklar: | Gölleri: Van Gölü, Erçek Gölü. | Daðlar: Süphan Daðý, Kavuþþahap Daðlarý  | Adalar: Akdamar Adasý | Þelaleler: Muradiye Þelalesi, Kanispi Þelalesi;Akdamar Adasý ve Akdamar Kilisesi: Van Gölü'nde yer alan tarihi bir adada bulunan Ermeni Apostolik kilisesi. | Van Kalesi: Þehrin simgelerinden biri olan tarihi kale. | Hüsrev Paþa Camii: 1567 yýlýnda II. Selim döneminde yaptýrýlan camii, 1915 yýlýnda baþlayan Rus iþgaline kadar hiç kesinti vermeden ibadet yeri olarak kullanýldý;Otlu Peynir, Ýnci Kefali, Ýlitme, Sengeser, Kürt Köftesi, Murtuða, Virik, Van Çöreði, Çatal Tatlýsý, Eðdek Tatlýsý;Alýþveriþ Merkezleri: Van AVM, VanMall AVM;Van Gölü Uluslararasý Kültür ve Sanat Festivali: Her yýl düzenlenen uluslararasý etkinlikler ve konserlerle dolu bir festival.
Yozgat;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Bozok Platosu, Deveci Daðlarý, Delice Irmaðý | Ýklimi: Ýç Anadolu'nun karasal iklimine sahiptir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Sarýkaya Roma Hamamý, Akdaðmadeni Tarihi Köprüsü, Kerkenes Harabeleri. | Müzeler: Yozgat Etnografya Müzesi. | Kültürel Miraslar:  Büyüknefes (Tavium - Tavion) Antik Kenti, Çeþka Yeraltý Þehri, Çapanoðlu Camii.;Milli Parklar: Çamlýk Tabiat Parký, Kadýpýnarý Tabiat Parký, Oluközü Tabiat Parký | Kanyonlar: Kazankaya Kanyonu | Yaylalar: Bozok Yaylasý | Göller: Kirazlý Göleti, Topçu Göleti, Çamlýk Göleti | Þelaleler: Akdaðmadeni Þelalesi;Çamlýk Tabiat Parký: Doða yürüyüþleri ve piknik alanlarýyla ünlü bir doðal güzellik noktasý. | Akdaðmadeni Þelaleleri: Eþsiz doðal güzelliklere sahip olan þelaleler.;Tandýr Kebabý, Arabaþý, Çap Çup Mantý, Ayva Basmasý, Çiðdem Pilavý, Bulama Çorbasý, Yozgat Böreði, Ýncir Uyutmasý, Altüst Böreði, Pezzik Cacýðý, Düðürcük Çorbasý, Parmak Çörek;Alýþveriþe uygun çarþý ya da AVM bulunmamaktadýr;Sorfest: Sorgun Tabiat Parkýnda 12. Geleneksel Yaðlý Güreþ turnuvalarýyla baþlayan Sorgun Yaz Festivali (SorFest), halk konserleriyle devam eder.
Zonguldak;Konumu: Karadeniz Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Filyos Çayý Vadisi, Soðukoluk Tepesi, Bacaklý Yayla | Ýklimi: Karadeniz iklimi özellikleri gösterir, genellikle ýlýman ve yaðýþlýdýr.;Önemli Tarihi Yapýlar: Filyos Antik Kenti (Tios Antik Kenti), Filyos Kalesi, Ereðli Kalesi, Orhan Gazi Cami, Zonguldak Deniz Feneri. | Müzeler: Zonguldak Maden Müzesi, Gazi Alemdar Müzesi,Karadeniz Ereðli Müzesi,Karaelmas Maden Þehitleri Müzesi. | Kültürel Miraslar: Varagel Tüneli, Uzun Mehmet Anýtý, Üç Þehit Mehmet Anýtý, ;Milli Parklar: Danaaðzý Tabiat Parký, Göldaðý Tabiat Parký, Ýncivez Çamlýðý Tabiat Parký, Taþ Gölü Doðal Yaþam ve Kamp Alaný | Maðaralar: Gökgöl Maðarasý, Cehennemaðzý Maðaralarý, Çayýr Köyü Su Maðarasý, Sofular Maðarasý | Göller: Kýzýlcapýnar Baraj Gölü | Þelaleler: Harmankaya Þelalesi ;Filyos Antik Tiyatrosu: Antik döneme ait bir yapý. | Gökgöl Maðarasý:Ýçinde birçok sarkýt, dikit, sütun ve perde gibi kireçtaþý oluþumlarý yer alýyor. Gökgöl Maðarasý, Türkiye’nin en uzun onuncu doðal yapýsý olmasý ile de önem kazanýyor. | Harmankaya Þelalesi:Zonguldak Harmankaya Þelalesi, doða severler için harika bir seçenek olabilir. Bu þelale, üç ayrý kademeden oluþur ve her biri ayrý bir güzelliðe sahip.;Uðmaç Çorbasý, Höttürme, Kabaklý Börek, Tirit, Ereðli Pidesi, Pumpum Çorbasý, Tenekede Tavuk, Malay, Cevizli Kömeç,  Beyaz Baklava.;Çarþýlar: Bastoncular Çarþýsý | Alýþveriþ Merkezleri: WestaLife AVM, Esas 67 Burda AVM;Uluslararasý Devrek Baston Ve Kültür Festivali: Bastonun yapýmýyla ilgili geleneksel zanaatlar ile yöresel kültürün tanýtýldýðý bir etkinliktir. Festival genellikle yaz aylarýnda düzenlenir ve baston ustalarýnýn gösterileri, el sanatlarý sergileri, halk danslarý, konserler, yöresel yemeklerin tadýldýðý etkinlikler gibi çeþitli aktivitelerle doludur. | Uluslararasý Sevgi Barýþ Dostluk Kültür ve Sanat Festivali: Farklý kültürlerin bir araya gelerek barýþ, sevgi ve dostluk mesajlarýnýn paylaþýldýðý önemli bir etkinliktir.
Aksaray;Konumu: Ýç Anadolu Bölgesi'nde yer alýr. | Coðrafi Yapýlarý: Hasan Daðý, Ekecik Daðý, Narlýgöl. | Ýklimi: Ýç Anadolu iklimi özellikleri gösterir, kýþlarý soðuk ve kar yaðýþlý, yazlarý sýcak ve kurak geçer.;Önemli Tarihi Yapýlar: Yüksek Kilise, Zinciriye Medresesi, Sultan Haný, Kilise Camii (Aziz Gregorius Kilisesi). Yýlanlý Kilise, Sümbüllü Kilise. | Müzeler: Aksaray Müzesi,Eski Müze,Somuncu Baba Minyatür Müzesi. | Kültürel Miraslar: Aþýklý Höyük, Acem Höyük, Belisýrma Köyü, Nora Antik Kenti, Ziga Kaplýcalarý, Selime Katedrali ve Peribacalarý, Saratlý Kýrkgöz Yeraltý Þehri;Gölleri: Tuz Gölü, Narlýgöl, Güzelyurt Göleti, Balcý Göleti. | Vadiler: Ihlara Vadisi | Daðlar: Hasan Daðý, Ekecik Daðý. | Peribacalarý;"Ihlara Vadisi: Vadiyi çevreleyen kayaçlarýn kolay yontulmasýyla oluþturulmuþ yüzlerce kilise ve kaya oyma mekan, vadiyi dünyanýn en önemli kültür ve medeniyet merkezlerinden biri haline getirmiþtir. | Tuz Gölü: Aksaray'ýn sýnýrlarý içerisinde yer alan kuþ cenneti Tuz Gölü ve çevresi; barýnma, kýþlama ve kuluçka imkanýyla yüzlerce kuþ türüne ev sahipliði yaparken, endemik bitkileriyle de dikkat çekmektedir. | Selime Katedrali ve Peribacalarý: Selime Kasabasý, Ihlara Vadisi'nin bitiþ noktasýndadýr. Katedral; kiliseler, kervan yolu ve peribacalarý Kapadokya’ya gelen turistlerin gözdesidir.";Çiðleme, Kokina Çorbasý, Eriþte, Kuskus Pilavý, Aksaray Tava, Soðanlama, Bamya Çorbasý, Papara, Dolaz.;Alýþveriþ Merkezleri: NORA CITY AVM;Aksaray Bisiklet Festivali: Bisiklet kültürünü yaygýnlaþtýrmak, bisiklet kullanýmýný teþvik etmek, saðlýklý yaþamý desteklemek ve doðayla iç içe bir etkinlik ortamý sunmak amacýyla düzenlenir.
